location,month,year,SO2 μg/l,NO2μg/l,PM10 μg/l,PM2.5 μ g/l,CO μg/l,O3 μ g/l 8 HR,NH3  μ g/l,AQI,Air Quality
KASHIPUR,7,2012,80.00,80.00,79.17,318.41,2,100,400,452.62,Severe
KASHIPUR,8,2012,80.00,80.00,70.96,249.65,2,100,400,399.73,Very Poor
KASHIPUR,9,2012,80.00,80.00,73.13,233.31,2,100,400,387.16,Very Poor
KASHIPUR,10,2012,80.00,80.00,113.00,197.24,2,100,400,359.42,Very Poor
KASHIPUR,11,2012,80.00,80.00,170.05,241.6,2,100,400,393.54,Very Poor
KASHIPUR,12,2012,80.00,80.00,190.30,269.55,2,100,400,415.04,Severe
KASHIPUR,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,4,2013,80.00,80.00,128.33,60,2,100,400,118.89,Moderate
KASHIPUR,5,2013,80.00,80.00,171.14,60,2,100,400,147.43,Moderate
KASHIPUR,6,2013,80.00,80.00,186.30,60,2,100,400,157.53,Moderate
KASHIPUR,7,2013,80.00,80.00,153.03,60,2,100,400,135.35,Moderate
KASHIPUR,8,2013,80.00,80.00,128.74,60,2,100,400,119.16,Moderate
KASHIPUR,9,2013,80.00,80.00,106.45,60,2,100,400,104.30,Moderate
KASHIPUR,10,2013,80.00,80.00,93.32,60,2,100,400,100.00,Satisfactory
KASHIPUR,11,2013,80.00,80.00,141.79,60,2,100,400,127.86,Moderate
KASHIPUR,12,2013,80.00,80.00,147.45,60,2,100,400,131.63,Moderate
KASHIPUR,1,2014,80.00,80.00,169.56,60,2,100,400,146.37,Moderate
KASHIPUR,2,2014,80.00,80.00,126.34,60,2,100,400,117.56,Moderate
KASHIPUR,3,2014,80.00,80.00,121.29,60,2,100,400,114.19,Moderate
KASHIPUR,4,2014,80.00,80.00,117.51,60,2,100,400,111.67,Moderate
KASHIPUR,5,2014,80.00,80.00,114.48,60,2,100,400,109.65,Moderate
KASHIPUR,6,2014,80.00,80.00,111.85,60,2,100,400,107.90,Moderate
KASHIPUR,7,2014,80.00,80.00,88.24,60,2,100,400,100.00,Satisfactory
KASHIPUR,8,2014,80.00,80.00,86.67,60,2,100,400,100.00,Satisfactory
KASHIPUR,9,2014,80.00,80.00,62.89,60,2,100,400,100.00,Satisfactory
KASHIPUR,10,2014,80.00,80.00,106.19,60,2,100,400,104.13,Moderate
KASHIPUR,11,2014,80.00,80.00,138.93,60,2,100,400,125.95,Moderate
KASHIPUR,12,2014,80.00,80.00,200.09,60,2,100,400,166.73,Moderate
KASHIPUR,1,2015,80.00,80.00,164.08,60,2,100,400,142.72,Moderate
KASHIPUR,2,2015,80.00,80.00,120.68,60,2,100,400,113.79,Moderate
KASHIPUR,3,2015,80.00,80.00,107.28,60,2,100,400,104.85,Moderate
KASHIPUR,4,2015,80.00,80.00,118.96,60,2,100,400,112.64,Moderate
KASHIPUR,5,2015,80.00,80.00,129.26,60,2,100,400,119.51,Moderate
KASHIPUR,6,2015,80.00,80.00,118.61,60,2,100,400,112.41,Moderate
KASHIPUR,7,2015,80.00,80.00,63.49,60,2,100,400,100.00,Satisfactory
KASHIPUR,8,2015,80.00,80.00,68.68,60,2,100,400,100.00,Satisfactory
KASHIPUR,9,2015,80.00,80.00,78.15,60,2,100,400,100.00,Satisfactory
KASHIPUR,10,2015,80.00,80.00,117.88,60,2,100,400,111.92,Moderate
KASHIPUR,11,2015,80.00,80.00,141.95,60,2,100,400,127.97,Moderate
KASHIPUR,12,2015,80.00,80.00,137.68,60,2,100,400,125.12,Moderate
KASHIPUR,1,2016,80.00,80.00,150.75,60,2,100,400,133.83,Moderate
KASHIPUR,2,2016,80.00,80.00,160.67,60,2,100,400,140.45,Moderate
KASHIPUR,3,2016,80.00,80.00,134.52,60,2,100,400,123.01,Moderate
KASHIPUR,4,2016,80.00,80.00,147.05,60,2,100,400,131.37,Moderate
KASHIPUR,5,2016,80.00,80.00,120.57,60,2,100,400,113.71,Moderate
KASHIPUR,6,2016,80.00,80.00,94.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,7,2016,80.00,80.00,86.85,60,2,100,400,100.00,Satisfactory
KASHIPUR,8,2016,80.00,80.00,76.62,60,2,100,400,100.00,Satisfactory
KASHIPUR,9,2016,80.00,80.00,91.62,60,2,100,400,100.00,Satisfactory
KASHIPUR,10,2016,80.00,80.00,109.52,60,2,100,400,106.35,Moderate
KASHIPUR,11,2016,80.00,80.00,153.16,60,2,100,400,135.44,Moderate
KASHIPUR,12,2016,80.00,80.00,127.61,60,2,100,400,118.41,Moderate
KASHIPUR,1,2017,80.00,80.00,161.82,60,2,100,400,141.21,Moderate
KASHIPUR,2,2017,80.00,80.00,122.46,60,2,100,400,114.97,Moderate
KASHIPUR,3,2017,80.00,80.00,132.05,60,2,100,400,121.37,Moderate
KASHIPUR,4,2017,80.00,80.00,130.35,60,2,100,400,120.23,Moderate
KASHIPUR,5,2017,80.00,80.00,124.47,60,2,100,400,116.31,Moderate
KASHIPUR,6,2017,80.00,80.00,102.76,60,2,100,400,101.84,Moderate
KASHIPUR,7,2017,80.00,80.00,86.49,60,2,100,400,100.00,Satisfactory
KASHIPUR,8,2017,80.00,80.00,71.52,60,2,100,400,100.00,Satisfactory
KASHIPUR,9,2017,80.00,80.00,126.88,60,2,100,400,117.92,Moderate
KASHIPUR,10,2017,80.00,80.00,91.69,60,2,100,400,100.00,Satisfactory
KASHIPUR,11,2017,80.00,80.00,128.22,60,2,100,400,118.81,Moderate
KASHIPUR,12,2017,80.00,80.00,106.91,60,2,100,400,104.61,Moderate
KASHIPUR,1,2018,80.00,80.00,70.15,165.03,2,100,400,334.64,Very Poor
KASHIPUR,2,2018,80.00,80.00,96.26,203.52,2,100,400,364.25,Very Poor
KASHIPUR,3,2018,80.00,80.00,113.54,218.61,2,100,400,375.85,Very Poor
KASHIPUR,4,2018,80.00,80.00,90.81,60,2,100,400,100.00,Satisfactory
KASHIPUR,5,2018,80.00,80.00,121.50,253.76,2,100,400,402.89,Severe
KASHIPUR,6,2018,80.00,80.00,141.06,295.84,2,100,400,435.26,Severe
KASHIPUR,7,2018,80.00,80.00,100.69,207.67,2,100,400,367.44,Very Poor
KASHIPUR,8,2018,80.00,80.00,103.08,203.25,2,100,400,364.04,Very Poor
KASHIPUR,9,2018,80.00,80.00,103.70,197.31,2,100,400,359.47,Very Poor
KASHIPUR,10,2018,80.00,80.00,100.34,173.43,2,100,400,341.10,Very Poor
KASHIPUR,11,2018,80.00,80.00,120.14,215.16,2,100,400,373.20,Very Poor
KASHIPUR,12,2018,80.00,80.00,108.45,196.98,2,100,400,359.22,Very Poor
KASHIPUR,1,2019,13.46,22.54,115.44,203.95,2,100,400,364.58,Very Poor
KASHIPUR,2,2019,13.60,22.25,113.16,202.73,2,100,400,363.64,Very Poor
KASHIPUR,3,2019,13.27,22.52,124.48,219.96,2,100,400,376.89,Very Poor
KASHIPUR,4,2019,13.45,22.35,115.78,210.32,2,100,400,369.48,Very Poor
KASHIPUR,5,2019,13.72,22.72,124.58,221.55,2,100,400,378.12,Very Poor
KASHIPUR,6,2019,13.72,22.72,126.46,226.34,2,100,400,381.80,Very Poor
KASHIPUR,7,2019,13.50,22.64,128.90,223.85,2,100,400,379.88,Very Poor
KASHIPUR,8,2019,13.53,22.52,123.67,224.6,2,100,400,380.46,Very Poor
KASHIPUR,9,2019,13.45,22.41,123.50,217.69,2,100,400,375.15,Very Poor
KASHIPUR,10,2019,14.72,23.68,151.47,248.1,2,100,400,398.54,Very Poor
KASHIPUR,11,2019,13.46,22.38,141.49,232.39,2,100,400,386.45,Very Poor
KASHIPUR,12,2019,13.10,22.52,125.35,210.26,2,100,400,369.43,Very Poor
KASHIPUR,1,2020,13.34,22.54,123.78,205.08,2,100,400,365.45,Very Poor
KASHIPUR,2,2020,13.27,22.56,124.60,212.3,2,100,400,371.00,Very Poor
KASHIPUR,3,2020,13.34,22.52,129.32,212.09,2,100,400,370.84,Very Poor
KASHIPUR,4,2020,8.70,13.15,76.30,106.56,2,100,400,255.20,Poor
KASHIPUR,5,2020,10.32,14.63,103.95,184.37,2,100,400,349.52,Very Poor
KASHIPUR,6,2020,11.20,14.58,114.32,192.4,2,100,400,355.69,Very Poor
KASHIPUR,7,2020,11.63,14.73,114.06,190.86,2,100,400,354.51,Very Poor
KASHIPUR,8,2020,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,9,2020,11.81,14.91,120.23,203.79,2,100,400,364.45,Very Poor
KASHIPUR,10,2020,11.81,14.93,119.34,201.82,2,100,400,362.94,Very Poor
KASHIPUR,11,2020,15.32,26.02,143.45,233.79,2,100,400,387.53,Very Poor
KASHIPUR,12,2020,16.52,25.85,120.98,198.12,2,100,400,360.09,Very Poor
KASHIPUR,1,2021,18.04,26.22,119.93,203.82,2,100,400,364.48,Very Poor
KASHIPUR,2,2021,18.74,22.78,125.14,210.8,2,100,400,369.85,Very Poor
KASHIPUR,3,2021,19.09,22.83,121.37,208.92,2,100,400,368.40,Very Poor
KASHIPUR,4,2021,18.83,21.76,115.70,197.04,2,100,400,359.26,Very Poor
KASHIPUR,5,2021,18.30,22.16,122.40,206.83,2,100,400,366.79,Very Poor
KASHIPUR,6,2021,18.22,21.59,123.85,209.96,2,100,400,369.20,Very Poor
KASHIPUR,7,2021,18.30,21.87,125.29,211.09,2,100,400,370.07,Very Poor
KASHIPUR,8,2021,17.57,21.23,118.61,188.88,2,100,400,352.98,Very Poor
KASHIPUR,9,2021,14.59,17.74,83.40,142.22,2,100,400,317.09,Very Poor
KASHIPUR,10,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,11,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
KASHIPUR,12,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RUDRAPUR,1,2012,80.00,80.00,156.33,60,2,100,400,137.55,Moderate
RUDRAPUR,2,2012,80.00,80.00,185.16,60,2,100,400,156.77,Moderate
RUDRAPUR,3,2012,80.00,80.00,139.12,60,2,100,400,126.08,Moderate
RUDRAPUR,4,2012,80.00,80.00,140.99,262.17,2,100,400,409.36,Severe
RUDRAPUR,5,2012,80.00,80.00,298.95,327.54,2,100,400,459.65,Severe
RUDRAPUR,6,2012,80.00,80.00,222.36,309.56,2,100,400,445.82,Severe
RUDRAPUR,7,2012,80.00,80.00,125.73,178.12,2,100,400,344.71,Very Poor
RUDRAPUR,8,2012,80.00,80.00,67.79,201.93,2,100,400,363.02,Very Poor
RUDRAPUR,9,2012,80.00,80.00,76.84,200.36,2,100,400,361.82,Very Poor
RUDRAPUR,10,2012,80.00,80.00,152.76,291.58,2,100,400,431.98,Severe
RUDRAPUR,11,2012,80.00,80.00,183.18,291.9,2,100,400,432.23,Severe
RUDRAPUR,12,2012,80.00,80.00,235.59,294.63,2,100,400,434.33,Severe
RUDRAPUR,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RUDRAPUR,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RUDRAPUR,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RUDRAPUR,4,2013,80.00,80.00,121.47,60,2,100,400,114.31,Moderate
RUDRAPUR,5,2013,80.00,80.00,163.28,60,2,100,400,142.19,Moderate
RUDRAPUR,6,2013,80.00,80.00,154.43,60,2,100,400,136.29,Moderate
RUDRAPUR,7,2013,80.00,80.00,82.28,60,2,100,400,100.00,Satisfactory
RUDRAPUR,8,2013,80.00,80.00,92.43,60,2,100,400,100.00,Satisfactory
RUDRAPUR,9,2013,80.00,80.00,103.73,60,2,100,400,102.49,Moderate
RUDRAPUR,10,2013,80.00,80.00,167.53,60,2,100,400,145.02,Moderate
RUDRAPUR,11,2013,80.00,80.00,168.79,60,2,100,400,145.86,Moderate
RUDRAPUR,12,2013,80.00,80.00,197.89,60,2,100,400,165.26,Moderate
RUDRAPUR,1,2014,80.00,80.00,201.63,60,2,100,400,167.75,Moderate
RUDRAPUR,2,2014,80.00,80.00,129.48,60,2,100,400,119.66,Moderate
RUDRAPUR,3,2014,80.00,80.00,123.70,60,2,100,400,115.80,Moderate
RUDRAPUR,4,2014,80.00,80.00,156.62,60,2,100,400,137.75,Moderate
RUDRAPUR,5,2014,80.00,80.00,172.62,60,2,100,400,148.41,Moderate
RUDRAPUR,6,2014,80.00,80.00,133.28,60,2,100,400,122.19,Moderate
RUDRAPUR,7,2014,80.00,80.00,93.19,60,2,100,400,100.00,Satisfactory
RUDRAPUR,8,2014,80.00,80.00,97.05,60,2,100,400,100.00,Satisfactory
RUDRAPUR,9,2014,80.00,80.00,62.89,60,2,100,400,100.00,Satisfactory
RUDRAPUR,10,2014,80.00,80.00,108.64,60,2,100,400,105.76,Moderate
RUDRAPUR,11,2014,80.00,80.00,183.99,60,2,100,400,155.99,Moderate
RUDRAPUR,12,2014,80.00,80.00,160.47,60,2,100,400,140.31,Moderate
RUDRAPUR,1,2015,80.00,80.00,128.19,60,2,100,400,118.79,Moderate
RUDRAPUR,2,2015,80.00,80.00,137.15,60,2,100,400,124.77,Moderate
RUDRAPUR,3,2015,80.00,80.00,118.00,60,2,100,400,112.00,Moderate
RUDRAPUR,4,2015,80.00,80.00,161.57,60,2,100,400,141.05,Moderate
RUDRAPUR,5,2015,80.00,80.00,128.88,60,2,100,400,119.25,Moderate
RUDRAPUR,6,2015,80.00,80.00,147.54,60,2,100,400,131.69,Moderate
RUDRAPUR,7,2015,80.00,80.00,74.33,60,2,100,400,100.00,Satisfactory
RUDRAPUR,8,2015,80.00,80.00,82.76,60,2,100,400,100.00,Satisfactory
RUDRAPUR,9,2015,80.00,80.00,109.07,60,2,100,400,106.05,Moderate
RUDRAPUR,10,2015,80.00,80.00,116.36,60,2,100,400,110.91,Moderate
RUDRAPUR,11,2015,80.00,80.00,147.01,60,2,100,400,131.34,Moderate
RUDRAPUR,12,2015,80.00,80.00,134.74,60,2,100,400,123.16,Moderate
RUDRAPUR,1,2016,80.00,80.00,167.35,60,2,100,400,144.90,Moderate
RUDRAPUR,2,2016,80.00,80.00,151.87,60,2,100,400,134.58,Moderate
RUDRAPUR,3,2016,80.00,80.00,128.05,60,2,100,400,118.70,Moderate
RUDRAPUR,4,2016,80.00,80.00,157.51,60,2,100,400,138.34,Moderate
RUDRAPUR,5,2016,80.00,80.00,119.49,60,2,100,400,112.99,Moderate
RUDRAPUR,6,2016,80.00,80.00,125.54,60,2,100,400,117.03,Moderate
RUDRAPUR,7,2016,80.00,80.00,93.30,60,2,100,400,100.00,Satisfactory
RUDRAPUR,8,2016,80.00,80.00,75.00,60,2,100,400,100.00,Satisfactory
RUDRAPUR,9,2016,80.00,80.00,92.88,60,2,100,400,100.00,Satisfactory
RUDRAPUR,10,2016,80.00,80.00,172.24,60,2,100,400,148.16,Moderate
RUDRAPUR,11,2016,80.00,80.00,227.48,60,2,100,400,184.99,Moderate
RUDRAPUR,12,2016,80.00,80.00,193.33,60,2,100,400,162.22,Moderate
RUDRAPUR,1,2017,80.00,80.00,185.92,60,2,100,400,157.28,Moderate
RUDRAPUR,2,2017,80.00,80.00,146.36,60,2,100,400,130.91,Moderate
RUDRAPUR,3,2017,80.00,80.00,162.05,60,2,100,400,141.37,Moderate
RUDRAPUR,4,2017,80.00,80.00,143.81,60,2,100,400,129.21,Moderate
RUDRAPUR,5,2017,80.00,80.00,131.13,60,2,100,400,120.75,Moderate
RUDRAPUR,6,2017,80.00,80.00,116.83,60,2,100,400,111.22,Moderate
RUDRAPUR,7,2017,80.00,80.00,73.21,60,2,100,400,100.00,Satisfactory
RUDRAPUR,8,2017,80.00,80.00,105.83,60,2,100,400,103.89,Moderate
RUDRAPUR,9,2017,80.00,80.00,112.18,60,2,100,400,108.12,Moderate
RUDRAPUR,10,2017,80.00,80.00,103.03,60,2,100,400,102.02,Moderate
RUDRAPUR,11,2017,80.00,80.00,104.51,60,2,100,400,103.01,Moderate
RUDRAPUR,12,2017,80.00,80.00,107.76,60,2,100,400,105.17,Moderate
RUDRAPUR,1,2018,80.00,80.00,108.15,207.3,2,100,400,367.15,Very Poor
RUDRAPUR,2,2018,80.00,80.00,107.79,208.81,2,100,400,368.32,Very Poor
RUDRAPUR,3,2018,80.00,80.00,113.54,218.68,2,100,400,375.91,Very Poor
RUDRAPUR,4,2018,80.00,80.00,116.49,227.03,2,100,400,382.33,Very Poor
RUDRAPUR,5,2018,80.00,80.00,120.13,234,2,100,400,387.69,Very Poor
RUDRAPUR,6,2018,80.00,80.00,146.12,268.5,2,100,400,414.23,Severe
RUDRAPUR,7,2018,80.00,80.00,123.33,236.96,2,100,400,389.97,Very Poor
RUDRAPUR,8,2018,80.00,80.00,115.99,207.54,2,100,400,367.34,Very Poor
RUDRAPUR,9,2018,80.00,80.00,109.61,208.32,2,100,400,367.94,Very Poor
RUDRAPUR,10,2018,80.00,80.00,120.50,223.67,2,100,400,379.75,Very Poor
RUDRAPUR,11,2018,80.00,80.00,129.26,235.16,2,100,400,388.58,Very Poor
RUDRAPUR,12,2018,80.00,80.00,118.09,219.78,2,100,400,376.75,Very Poor
RUDRAPUR,1,2019,13.28,22.52,118.14,217.3,2,100,400,374.85,Very Poor
RUDRAPUR,2,2019,13.42,22.86,118.61,213.77,2,100,400,372.13,Very Poor
RUDRAPUR,3,2019,13.43,22.86,125.50,227.94,2,100,400,383.03,Very Poor
RUDRAPUR,4,2019,13.44,22.35,126.69,224.97,2,100,400,380.75,Very Poor
RUDRAPUR,5,2019,13.62,22.73,131.10,234.21,2,100,400,387.85,Very Poor
RUDRAPUR,6,2019,13.73,22.88,127.26,228.15,2,100,400,383.19,Very Poor
RUDRAPUR,7,2019,13.54,22.40,127.23,223.49,2,100,400,379.61,Very Poor
RUDRAPUR,8,2019,13.65,22.57,125.45,228.42,2,100,400,383.40,Very Poor
RUDRAPUR,9,2019,13.69,22.61,118.46,220.51,2,100,400,377.32,Very Poor
RUDRAPUR,10,2019,15.02,23.43,164.08,267.35,2,100,400,413.35,Severe
RUDRAPUR,11,2019,13.37,22.26,142.82,235.42,2,100,400,388.78,Very Poor
RUDRAPUR,12,2019,13.17,22.39,124.16,210.49,2,100,400,369.61,Very Poor
RUDRAPUR,1,2020,13.32,22.39,121.09,212.51,2,100,400,371.16,Very Poor
RUDRAPUR,2,2020,13.23,22.42,125.46,221.53,2,100,400,378.10,Very Poor
RUDRAPUR,3,2020,13.13,22.05,127.08,224.87,2,100,400,380.67,Very Poor
RUDRAPUR,4,2020,8.64,13.44,75.30,206.77,2,100,400,366.75,Very Poor
RUDRAPUR,5,2020,5.06,16.61,68.66,216.79,2,100,400,374.45,Very Poor
RUDRAPUR,6,2020,10.97,14.55,116.80,215.94,2,100,400,373.80,Very Poor
RUDRAPUR,7,2020,11.64,15.01,120.46,219.17,2,100,400,376.28,Very Poor
RUDRAPUR,8,2020,11.65,15.27,115.91,208.44,2,100,400,368.03,Very Poor
RUDRAPUR,9,2020,11.68,15.12,125.41,153.75,2,100,400,325.96,Very Poor
RUDRAPUR,10,2020,14.52,18.58,119.29,60,2,100,400,112.86,Moderate
RUDRAPUR,11,2020,16.44,21.05,143.13,60,2,100,400,128.75,Moderate
RUDRAPUR,12,2020,17.77,21.83,121.62,60,2,100,400,114.41,Moderate
RUDRAPUR,1,2021,18.84,22.30,123.58,212.51,2,100,400,371.16,Very Poor
RUDRAPUR,2,2021,19.32,22.92,129.12,221.53,2,100,400,378.10,Very Poor
RUDRAPUR,3,2021,19.15,23.31,127.89,224.87,2,100,400,380.67,Very Poor
RUDRAPUR,4,2021,19.20,23.08,122.32,206.77,2,100,400,366.75,Very Poor
RUDRAPUR,5,2021,19.88,23.35,128.85,216.79,2,100,400,374.45,Very Poor
RUDRAPUR,6,2021,20.15,22.68,127.27,215.94,2,100,400,373.80,Very Poor
RUDRAPUR,7,2021,80.00,80.00,129.13,219.17,2,100,400,376.28,Very Poor
RUDRAPUR,8,2021,80.00,80.00,121.28,208.44,2,100,400,368.03,Very Poor
RUDRAPUR,9,2021,18.73,20.93,92.96,153.75,2,100,400,325.96,Very Poor
RUDRAPUR,10,2021,80.00,80.00,100,60,2,100,400,100.00,Satisfactory
RUDRAPUR,11,2021,80.00,80.00,100,60,2,100,400,100.00,Satisfactory
RUDRAPUR,12,2021,80.00,80.00,100,60,2,100,400,100.00,Satisfactory
